name,quantity,unit,price_per_unit,low_stock_threshold,description
Copper Component Type-2360,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2360 for stress verification
Copper Component Type-2361,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2361 for stress verification
Copper Component Type-2362,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2362 for stress verification
Copper Component Type-2363,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2363 for stress verification
Copper Component Type-2364,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2364 for stress verification
Copper Component Type-2365,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2365 for stress verification
Copper Component Type-2366,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2366 for stress verification
Copper Component Type-2367,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2367 for stress verification
Copper Component Type-2368,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2368 for stress verification
Copper Component Type-2369,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2369 for stress verification
Copper Component Type-2370,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2370 for stress verification
Copper Component Type-2371,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2371 for stress verification
Copper Component Type-2372,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2372 for stress verification
Copper Component Type-2373,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2373 for stress verification
Copper Component Type-2374,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2374 for stress verification
Copper Component Type-2375,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2375 for stress verification
Copper Component Type-2376,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2376 for stress verification
Copper Component Type-2377,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2377 for stress verification
Copper Component Type-2378,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2378 for stress verification
Copper Component Type-2379,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2379 for stress verification
Copper Component Type-2380,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2380 for stress verification
Copper Component Type-2381,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2381 for stress verification
Copper Component Type-2382,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2382 for stress verification
Copper Component Type-2383,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2383 for stress verification
Copper Component Type-2384,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2384 for stress verification
Copper Component Type-2385,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2385 for stress verification
Copper Component Type-2386,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2386 for stress verification
Copper Component Type-2387,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2387 for stress verification
Copper Component Type-2388,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2388 for stress verification
Copper Component Type-2389,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2389 for stress verification
Copper Component Type-2390,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2390 for stress verification
Copper Component Type-2391,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2391 for stress verification
Copper Component Type-2392,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2392 for stress verification
Copper Component Type-2393,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2393 for stress verification
Copper Component Type-2394,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2394 for stress verification
Copper Component Type-2395,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2395 for stress verification
Copper Component Type-2396,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2396 for stress verification
Copper Component Type-2397,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2397 for stress verification
Copper Component Type-2398,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2398 for stress verification
Copper Component Type-2399,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2399 for stress verification
Copper Component Type-2400,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2400 for stress verification
Copper Component Type-2401,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2401 for stress verification
Copper Component Type-2402,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2402 for stress verification
Copper Component Type-2403,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2403 for stress verification
Copper Component Type-2404,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2404 for stress verification
Copper Component Type-2405,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2405 for stress verification
Copper Component Type-2406,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2406 for stress verification
Copper Component Type-2407,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2407 for stress verification
Copper Component Type-2408,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2408 for stress verification
Copper Component Type-2409,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2409 for stress verification
Copper Component Type-2410,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2410 for stress verification
Copper Component Type-2411,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2411 for stress verification
Copper Component Type-2412,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2412 for stress verification
Copper Component Type-2413,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2413 for stress verification
Copper Component Type-2414,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2414 for stress verification
Copper Component Type-2415,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2415 for stress verification
Copper Component Type-2416,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2416 for stress verification
Copper Component Type-2417,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2417 for stress verification
Copper Component Type-2418,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2418 for stress verification
Copper Component Type-2419,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2419 for stress verification
Copper Component Type-2420,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2420 for stress verification
Copper Component Type-2421,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2421 for stress verification
Copper Component Type-2422,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2422 for stress verification
Copper Component Type-2423,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2423 for stress verification
Copper Component Type-2424,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2424 for stress verification
Copper Component Type-2425,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2425 for stress verification
Copper Component Type-2426,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2426 for stress verification
Copper Component Type-2427,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2427 for stress verification
Copper Component Type-2428,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2428 for stress verification
Copper Component Type-2429,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2429 for stress verification
Copper Component Type-2430,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2430 for stress verification
Copper Component Type-2431,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2431 for stress verification
Copper Component Type-2432,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2432 for stress verification
Copper Component Type-2433,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2433 for stress verification
Copper Component Type-2434,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2434 for stress verification
Copper Component Type-2435,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2435 for stress verification
Copper Component Type-2436,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2436 for stress verification
Copper Component Type-2437,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2437 for stress verification
Copper Component Type-2438,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2438 for stress verification
Copper Component Type-2439,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2439 for stress verification
Copper Component Type-2440,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2440 for stress verification
Copper Component Type-2441,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2441 for stress verification
Copper Component Type-2442,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2442 for stress verification
Copper Component Type-2443,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2443 for stress verification
Copper Component Type-2444,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2444 for stress verification
Copper Component Type-2445,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2445 for stress verification
Copper Component Type-2446,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2446 for stress verification
Copper Component Type-2447,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2447 for stress verification
Copper Component Type-2448,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2448 for stress verification
Copper Component Type-2449,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2449 for stress verification
Copper Component Type-2450,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2450 for stress verification
Copper Component Type-2451,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2451 for stress verification
Copper Component Type-2452,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2452 for stress verification
Copper Component Type-2453,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2453 for stress verification
Copper Component Type-2454,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2454 for stress verification
Copper Component Type-2455,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2455 for stress verification
Copper Component Type-2456,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2456 for stress verification
Copper Component Type-2457,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2457 for stress verification
Copper Component Type-2458,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2458 for stress verification
Copper Component Type-2459,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2459 for stress verification
Copper Component Type-2460,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2460 for stress verification
Copper Component Type-2461,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2461 for stress verification
Copper Component Type-2462,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2462 for stress verification
Copper Component Type-2463,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2463 for stress verification
Copper Component Type-2464,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2464 for stress verification
Copper Component Type-2465,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2465 for stress verification
Copper Component Type-2466,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2466 for stress verification
Copper Component Type-2467,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2467 for stress verification
Copper Component Type-2468,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2468 for stress verification
Copper Component Type-2469,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2469 for stress verification
Copper Component Type-2470,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2470 for stress verification
